isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS
0,contrast,riddles,riddle,8,NNS,IN,VBP,.,``
0,contrast,?,?,9,.,NNS,IN,``,XXXX
0,contrast,``,``,10,``,.,NNS,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,PRP,VBP
0,say,I,i,1,PRP,``,XXXX,VBP,PRP
0,say,solve,solve,2,VBP,PRP,``,PRP,DT
0,say,them,them,3,PRP,VBP,PRP,DT,","
0,say,all,all,4,DT,PRP,VBP,",",``
0,say,",",",",5,",",DT,PRP,``,VBD
0,say,``,``,6,``,",",DT,VBD,DT
1,say,said,say,7,VBD,``,",",DT,NN
0,say,the,the,8,DT,VBD,``,NN,.
0,say,snake,snake,9,NN,DT,VBD,.,XXXX
0,say,.,.,10,.,NN,DT,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,they,they,1,PRP,CC,XXXX,VBD,DT
0,and,were,be,2,VBD,PRP,CC,DT,JJ
0,and,both,both,3,DT,VBD,PRP,JJ,.
0,and,silent,silent,4,JJ,DT,VBD,.,XXXX
0,and,.,.,5,.,JJ,DT,XXXX,XXXX
1,chapter,Chapter,chapter,0,NN,XXXX,XXXX,CD,.
0,chapter,18,18,1,CD,NN,XXXX,.,XXXX
0,chapter,.,.,2,.,CD,NN,XXXX,XXXX
0,and,The,the,0,DT,XXXX,XXXX,JJ,NN
0,and,little,little,1,JJ,DT,XXXX,NN,VBD
0,and,prince,prince,2,NN,JJ,DT,VBD,DT
0,and,crossed,cross,3,VBD,NN,JJ,DT,NN
0,and,the,the,4,DT,VBD,NN,NN,CC
0,and,desert,desert,5,NN,DT,VBD,CC,VBD
1,and,and,and,6,CC,NN,DT,VBD,IN
0,and,met,met,7,VBD,CC,NN,IN,RB
0,and,with,with,8,IN,VBD,CC,RB,CD
0,and,only,only,9,RB,IN,VBD,CD,NN
0,and,one,one,10,CD,RB,IN,NN,.
0,and,flower,flower,11,NN,CD,RB,.,XXXX
0,and,.,.,12,.,NN,CD,XXXX,XXXX
0,flower,It,it,0,PRP,XXXX,XXXX,VBD,DT
0,flower,was,be,1,VBD,PRP,XXXX,DT,NN
0,flower,a,a,2,DT,VBD,PRP,NN,IN
1,flower,flower,flower,3,NN,DT,VBD,IN,CD
0,flower,with,with,4,IN,NN,DT,CD,NNS
0,flower,three,three,5,CD,IN,NN,NNS,","
0,flower,petals,petal,6,NNS,CD,IN,",",DT
0,flower,",",",",7,",",NNS,CD,DT,NN
0,flower,a,a,8,DT,",",NNS,NN,IN
0,flower,flower,flower,9,NN,DT,",",IN,DT
0,flower,of,of,10,IN,NN,DT,DT,NN
0,flower,no,no,11,DT,IN,NN,NN,IN
0,flower,account,account,12,NN,DT,IN,IN,DT
0,flower,at,at,13,IN,NN,DT,DT,.
0,flower,all,all,14,DT,IN,NN,.,XXXX
0,flower,.,.,15,.,DT,IN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,morning,morning,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,VBD
0,say,``,``,4,``,",",NN,VBD,DT
1,say,said,say,5,VBD,``,",",DT,JJ
0,say,the,the,6,DT,VBD,``,JJ,NN
0,say,little,little,7,JJ,DT,VBD,NN,.
0,say,prince,prince,8,NN,JJ,DT,.,XXXX
0,say,.,.,9,.,NN,JJ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,morning,morning,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,VBD
0,say,``,``,4,``,",",NN,VBD,DT
1,say,said,say,5,VBD,``,",",DT,NN
0,say,the,the,6,DT,VBD,``,NN,.
0,say,flower,flower,7,NN,DT,VBD,.,XXXX
0,say,.,.,8,.,NN,DT,XXXX,XXXX
0,ask,``,``,0,``,XXXX,XXXX,WRB,VBP
0,ask,Where,where,1,WRB,``,XXXX,VBP,DT
0,ask,are,be,2,VBP,WRB,``,DT,NNS
0,ask,the,the,3,DT,VBP,WRB,NNS,.
0,ask,men,men,4,NNS,DT,VBP,.,``
0,ask,?,?,5,.,NNS,DT,``,DT
0,ask,``,``,6,``,.,NNS,DT,JJ
0,ask,the,the,7,DT,``,.,JJ,NN
0,ask,little,little,8,JJ,DT,``,NN,VBD
0,ask,prince,prince,9,NN,JJ,DT,VBD,","
1,ask,asked,ask,10,VBD,NN,JJ,",",RB
0,ask,",",",",11,",",VBD,NN,RB,.
0,ask,politely,politely,12,RB,",",VBD,.,XXXX
0,ask,.,.,13,.,RB,",",XXXX,XXXX
0,see,The,the,0,DT,XXXX,XXXX,NN,VBD
0,see,flower,flower,1,NN,DT,XXXX,VBD,RB
0,see,had,have,2,VBD,NN,DT,RB,VBN
0,see,once,once,3,RB,VBD,NN,VBN,DT
1,see,seen,see,4,VBN,RB,VBD,DT,NN
0,see,a,a,5,DT,VBN,RB,NN,NN
0,see,caravan,caravan,6,NN,DT,VBN,NN,.
0,see,passing,passing,7,NN,NN,DT,.,XXXX
0,see,.,.,8,.,NN,NN,XXXX,XXXX
0,echo,``,``,0,``,XXXX,XXXX,NN,.
0,echo,Men,men,1,NN,``,XXXX,.,``
0,echo,?,?,2,.,NN,``,``,PRP
0,echo,``,``,3,``,.,NN,PRP,VBD
0,echo,she,she,4,PRP,``,.,VBD,.
0,echo,echoed,echoed,5,VBD,PRP,``,.,XXXX
0,echo,.,.,6,.,VBD,PRP,XXXX,XXXX
0,think,``,``,0,``,XXXX,XXXX,PRP,VBP
0,think,I,i,1,PRP,``,XXXX,VBP,EX
1,think,think,think,2,VBP,PRP,``,EX,VBP
0,think,there,there,3,EX,VBP,PRP,VBP,CD
0,think,are,be,4,VBP,EX,VBP,CD,CC
0,think,six,six,5,CD,VBP,EX,CC,CD
0,think,or,or,6,CC,CD,VBP,CD,IN
0,think,seven,seven,7,CD,CC,CD,IN,PRP
0,think,of,of,8,IN,CD,CC,PRP,IN
0,think,them,them,9,PRP,IN,CD,IN,NN
0,think,in,in,10,IN,PRP,IN,NN,.
0,think,existence,existence,11,NN,IN,PRP,.,XXXX
0,think,.,.,12,.,NN,IN,XXXX,XXXX
0,see,I,i,0,PRP,XXXX,XXXX,VBD,PRP
0,see,saw,saw,1,VBD,PRP,XXXX,PRP,","
0,see,them,them,2,PRP,VBD,PRP,",",JJ
0,see,",",",",3,",",PRP,VBD,JJ,NNS
0,see,several,several,4,JJ,",",PRP,NNS,RB
0,see,years,year,5,NNS,JJ,",",RB,.
0,see,ago,ago,6,RB,NNS,JJ,.,XXXX
0,see,.,.,7,.,RB,NNS,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,CD,RB
0,contrast,one,one,1,CD,CC,XXXX,RB,VBZ
0,contrast,never,never,2,RB,CD,CC,VBZ,WRB
0,contrast,knows,know,3,VBZ,RB,CD,WRB,TO
0,contrast,where,where,4,WRB,VBZ,RB,TO,VB
0,contrast,to,to,5,TO,WRB,VBZ,VB,PRP
0,contrast,find,find,6,VB,TO,WRB,PRP,.
0,contrast,them,them,7,PRP,VB,TO,.,XXXX
0,contrast,.,.,8,.,PRP,VB,XXXX,XXXX
0,blow,The,the,0,DT,XXXX,XXXX,NN,VBZ
0,blow,wind,wind,1,NN,DT,XXXX,VBZ,PRP
1,blow,blows,blow,2,VBZ,NN,DT,PRP,RB
0,blow,them,them,3,PRP,VBZ,NN,RB,.
0,blow,away,away,4,RB,PRP,VBZ,.,XXXX
0,blow,.,.,5,.,RB,PRP,XXXX,XXXX
0,and,They,they,0,PRP,XXXX,XXXX,VBP,DT
0,and,have,have,1,VBP,PRP,XXXX,DT,NNS
0,and,no,no,2,DT,VBP,PRP,NNS,","
0,and,roots,root,3,NNS,DT,VBP,",",CC
0,and,",",",",4,",",NNS,DT,CC,IN
1,and,and,and,5,CC,",",NNS,IN,VBZ
0,and,that,that,6,IN,CC,",",VBZ,PRP$
0,and,makes,make,7,VBZ,IN,CC,PRP$,NN
0,and,their,their,8,PRP$,VBZ,IN,NN,RB
0,and,life,life,9,NN,PRP$,VBZ,RB,JJ
0,and,very,very,10,RB,NN,PRP$,JJ,.
0,and,difficult,difficult,11,JJ,RB,NN,.,``
0,and,.,.,12,.,JJ,RB,``,XXXX
0,and,``,``,13,``,.,JJ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,NNP,","
0,say,Goodbye,goodbye,1,NNP,``,XXXX,",",``
0,say,",",",",2,",",NNP,``,``,VBD
0,say,``,``,3,``,",",NNP,VBD,DT
1,say,said,say,4,VBD,``,",",DT,JJ
0,say,the,the,5,DT,VBD,``,JJ,NN
0,say,little,little,6,JJ,DT,VBD,NN,.
0,say,prince,prince,7,NN,JJ,DT,.,XXXX
0,say,.,.,8,.,NN,JJ,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,NNP,","
0,say,Goodbye,goodbye,1,NNP,``,XXXX,",",``
0,say,",",",",2,",",NNP,``,``,VBD
0,say,``,``,3,``,",",NNP,VBD,DT
1,say,said,say,4,VBD,``,",",DT,NN
0,say,the,the,5,DT,VBD,``,NN,.
0,say,flower,flower,6,NN,DT,VBD,.,XXXX
0,say,.,.,7,.,NN,DT,XXXX,XXXX
1,chapter,Chapter,chapter,0,NN,XXXX,XXXX,CD,.
0,chapter,19,19,1,CD,NN,XXXX,.,XXXX
0,chapter,.,.,2,.,CD,NN,XXXX,XXXX
0,climb,After,after,0,IN,XXXX,XXXX,DT,","
0,climb,that,that,1,DT,IN,XXXX,",",DT
0,climb,",",",",2,",",DT,IN,DT,JJ
0,climb,the,the,3,DT,",",DT,JJ,NN
0,climb,little,little,4,JJ,DT,",",NN,VBD
0,climb,prince,prince,5,NN,JJ,DT,VBD,DT
0,climb,climbed,climbed,6,VBD,NN,JJ,DT,JJ
0,climb,a,a,7,DT,VBD,NN,JJ,NN
0,climb,high,high,8,JJ,DT,VBD,NN,.
0,climb,mountain,mountain,9,NN,JJ,DT,.,XXXX
0,climb,.,.,10,.,NN,JJ,XXXX,XXXX
0,volcano,The,the,0,DT,XXXX,XXXX,JJ,VBZ
0,volcano,only,only,1,JJ,DT,XXXX,VBZ,PRP
0,volcano,mountains,mountain,2,VBZ,JJ,DT,PRP,VBD
0,volcano,he,he,3,PRP,VBZ,JJ,VBD,RB
0,volcano,had,have,4,VBD,PRP,VBZ,RB,VBN
0,volcano,ever,ever,5,RB,VBD,PRP,VBN,VBD
0,volcano,known,know,6,VBN,RB,VBD,VBD,DT
0,volcano,were,be,7,VBD,VBN,RB,DT,CD
0,volcano,the,the,8,DT,VBD,VBN,CD,NNS
0,volcano,three,three,9,CD,DT,VBD,NNS,","
1,volcano,volcanoes,volcano,10,NNS,CD,DT,",",WDT
0,volcano,",",",",11,",",NNS,CD,WDT,VBD
0,volcano,which,which,12,WDT,",",NNS,VBD,RP
0,volcano,came,come,13,VBD,WDT,",",RP,TO
0,volcano,up,up,14,RP,VBD,WDT,TO,PRP$
0,volcano,to,to,15,TO,RP,VBD,PRP$,NNS
0,volcano,his,his,16,PRP$,TO,RP,NNS,.
0,volcano,knees,knee,17,NNS,PRP$,TO,.,XXXX
0,volcano,.,.,18,.,NNS,PRP$,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,PRP,VBD
0,and,he,he,1,PRP,CC,XXXX,VBD,DT
0,and,used,use,2,VBD,PRP,CC,DT,JJ
0,and,the,the,3,DT,VBD,PRP,JJ,NN
0,and,extinct,extinct,4,JJ,DT,VBD,NN,IN
0,and,volcano,volcano,5,NN,JJ,DT,IN,DT
0,and,as,a,6,IN,NN,JJ,DT,NN
0,and,a,a,7,DT,IN,NN,NN,.
0,and,footstool,footstool,8,NN,DT,IN,.,XXXX
0,and,.,.,9,.,NN,DT,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,IN,DT
0,say,From,from,1,IN,``,XXXX,DT,NN
0,say,a,a,2,DT,IN,``,NN,RB
0,say,mountain,mountain,3,NN,DT,IN,RB,JJ
0,say,as,a,4,RB,NN,DT,JJ,IN
0,say,high,high,5,JJ,RB,NN,IN,DT
0,say,as,a,6,IN,JJ,RB,DT,CD
0,say,this,this,7,DT,IN,JJ,CD,","
0,say,one,one,8,CD,DT,IN,",",``
0,say,",",",",9,",",CD,DT,``,PRP
0,say,``,``,10,``,",",CD,PRP,VBD
0,say,he,he,11,PRP,``,",",VBD,TO
1,say,said,say,12,VBD,PRP,``,TO,PRP
0,say,to,to,13,TO,VBD,PRP,PRP,","
0,say,himself,himself,14,PRP,TO,VBD,",",``
0,say,",",",",15,",",PRP,TO,``,PRP
0,say,``,``,16,``,",",PRP,PRP,MD
0,say,I,i,17,PRP,``,",",MD,VB
0,say,shall,shall,18,MD,PRP,``,VB,JJ
0,say,be,be,19,VB,MD,PRP,JJ,TO
0,say,able,able,20,JJ,VB,MD,TO,VB
0,say,to,to,21,TO,JJ,VB,VB,DT
0,say,see,see,22,VB,TO,JJ,DT,JJ
0,say,the,the,23,DT,VB,TO,JJ,NN
0,say,whole,whole,24,JJ,DT,VB,NN,IN
0,say,planet,planet,25,NN,JJ,DT,IN,CD
0,say,at,at,26,IN,NN,JJ,CD,NN
0,say,one,one,27,CD,IN,NN,NN,","
0,say,glance,glance,28,NN,CD,IN,",",CC
0,say,",",",",29,",",NN,CD,CC,PDT
0,say,and,and,30,CC,",",NN,PDT,DT
0,say,all,all,31,PDT,CC,",",DT,NNS
0,say,the,the,32,DT,PDT,CC,NNS,:
0,say,people,people,33,NNS,DT,PDT,:,``
0,say,...,...,34,:,NNS,DT,``,XXXX
0,say,``,``,35,``,:,NNS,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,PRP,VBD
0,contrast,he,he,1,PRP,CC,XXXX,VBD,NN
0,contrast,saw,saw,2,VBD,PRP,CC,NN,","
0,contrast,nothing,nothing,3,NN,VBD,PRP,",",VBP
0,contrast,",",",",4,",",NN,VBD,VBP,NNS
0,contrast,save,save,5,VBP,",",NN,NNS,IN
0,contrast,peaks,peak,6,NNS,VBP,",",IN,NN
0,contrast,of,of,7,IN,NNS,VBP,NN,WDT
0,contrast,rock,rock,8,NN,IN,NNS,WDT,VBD
0,contrast,that,that,9,WDT,NN,IN,VBD,VBN
0,contrast,were,be,10,VBD,WDT,NN,VBN,IN
0,contrast,sharpened,sharpen,11,VBN,VBD,WDT,IN,NNS
0,contrast,like,like,12,IN,VBN,VBD,NNS,.
0,contrast,needles,needle,13,NNS,IN,VBN,.,XXXX
0,contrast,.,.,14,.,NNS,IN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,morning,morning,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,PRP
0,say,``,``,4,``,",",NN,PRP,VBD
0,say,he,he,5,PRP,``,",",VBD,RB
1,say,said,say,6,VBD,PRP,``,RB,.
0,say,courteously,courteously,7,RB,VBD,PRP,.,XXXX
0,say,.,.,8,.,RB,VBD,XXXX,XXXX
0,answer,``,``,0,``,XXXX,XXXX,JJ,NN
0,answer,Good,good,1,JJ,``,XXXX,NN,:
0,answer,morning,morning,2,NN,JJ,``,:,:
0,answer,-,-,3,:,NN,JJ,:,JJ
0,answer,-,-,4,:,:,NN,JJ,NN
0,answer,Good,good,5,JJ,:,:,NN,:
0,answer,morning,morning,6,NN,JJ,:,:,:
0,answer,-,-,7,:,NN,JJ,:,JJ
0,answer,-,-,8,:,:,NN,JJ,NN
0,answer,Good,good,9,JJ,:,:,NN,","
0,answer,morning,morning,10,NN,JJ,:,",",``
0,answer,",",",",11,",",NN,JJ,``,VBD
0,answer,``,``,12,``,",",NN,VBD,DT
1,answer,answered,answer,13,VBD,``,",",DT,NN
0,answer,the,the,14,DT,VBD,``,NN,.
0,answer,echo,echo,15,NN,DT,VBD,.,XXXX
0,answer,.,.,16,.,NN,DT,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,WP,VBP
0,say,Who,who,1,WP,``,XXXX,VBP,PRP
0,say,are,be,2,VBP,WP,``,PRP,.
0,say,you,you,3,PRP,VBP,WP,.,``
0,say,?,?,4,.,PRP,VBP,``,VBD
0,say,``,``,5,``,.,PRP,VBD,DT
1,say,said,say,6,VBD,``,.,DT,JJ
0,say,the,the,7,DT,VBD,``,JJ,NN
0,say,little,little,8,JJ,DT,VBD,NN,.
0,say,prince,prince,9,NN,JJ,DT,.,XXXX
0,say,.,.,10,.,NN,JJ,XXXX,XXXX
0,answer,``,``,0,``,XXXX,XXXX,WP,VBP
0,answer,Who,who,1,WP,``,XXXX,VBP,PRP
0,answer,are,be,2,VBP,WP,``,PRP,:
0,answer,you,you,3,PRP,VBP,WP,:,:
0,answer,-,-,4,:,PRP,VBP,:,WP
0,answer,-,-,5,:,:,PRP,WP,VBP
0,answer,Who,who,6,WP,:,:,VBP,PRP
0,answer,are,be,7,VBP,WP,:,PRP,:
0,answer,you,you,8,PRP,VBP,WP,:,:
0,answer,-,-,9,:,PRP,VBP,:,WP
0,answer,-,-,10,:,:,PRP,WP,VBP
0,answer,Who,who,11,WP,:,:,VBP,PRP
0,answer,are,be,12,VBP,WP,:,PRP,.
0,answer,you,you,13,PRP,VBP,WP,.,``
0,answer,?,?,14,.,PRP,VBP,``,VBD
0,answer,``,``,15,``,.,PRP,VBD,DT
1,answer,answered,answer,16,VBD,``,.,DT,NN
0,answer,the,the,17,DT,VBD,``,NN,.
0,answer,echo,echo,18,NN,DT,VBD,.,XXXX
0,answer,.,.,19,.,NN,DT,XXXX,XXXX
0,haverelrole,``,``,0,``,XXXX,XXXX,VB,PRP$
0,haverelrole,Be,be,1,VB,``,XXXX,PRP$,NNS
0,haverelrole,my,my,2,PRP$,VB,``,NNS,.
0,haverelrole,friends,friend,3,NNS,PRP$,VB,.,XXXX
0,haverelrole,.,.,4,.,NNS,PRP$,XXXX,XXXX
0,say,I,i,0,PRP,XXXX,XXXX,VBP,DT
0,say,am,be,1,VBP,PRP,XXXX,DT,RB
0,say,all,all,2,DT,VBP,PRP,RB,","
0,say,alone,alone,3,RB,DT,VBP,",",``
0,say,",",",",4,",",RB,DT,``,PRP
0,say,``,``,5,``,",",RB,PRP,VBD
0,say,he,he,6,PRP,``,",",VBD,.
1,say,said,say,7,VBD,PRP,``,.,XXXX
0,say,.,.,8,.,VBD,PRP,XXXX,XXXX
0,answer,``,``,0,``,XXXX,XXXX,PRP,VBP
0,answer,I,i,1,PRP,``,XXXX,VBP,DT
0,answer,am,be,2,VBP,PRP,``,DT,RB
0,answer,all,all,3,DT,VBP,PRP,RB,:
0,answer,alone,alone,4,RB,DT,VBP,:,:
0,answer,-,-,5,:,RB,DT,:,DT
0,answer,-,-,6,:,:,RB,DT,RB
0,answer,all,all,7,DT,:,:,RB,:
0,answer,alone,alone,8,RB,DT,:,:,:
0,answer,-,-,9,:,RB,DT,:,DT
0,answer,-,-,10,:,:,RB,DT,RB
0,answer,all,all,11,DT,:,:,RB,","
0,answer,alone,alone,12,RB,DT,:,",",``
0,answer,",",",",13,",",RB,DT,``,VBD
0,answer,``,``,14,``,",",RB,VBD,DT
1,answer,answered,answer,15,VBD,``,",",DT,NN
0,answer,the,the,16,DT,VBD,``,NN,.
0,answer,echo,echo,17,NN,DT,VBD,.,XXXX
0,answer,.,.,18,.,NN,DT,XXXX,XXXX
0,think,``,``,0,``,XXXX,XXXX,WP,DT
0,think,What,what,1,WP,``,XXXX,DT,NN
0,think,a,a,2,DT,WP,``,NN,NN
0,think,queer,queer,3,NN,DT,WP,NN,.
0,think,planet,planet,4,NN,NN,DT,.,``
0,think,!,!,5,.,NN,NN,``,PRP
0,think,``,``,6,``,.,NN,PRP,VBD
0,think,he,he,7,PRP,``,.,VBD,.
0,think,thought,thought,8,VBD,PRP,``,.,XXXX
0,think,.,.,9,.,VBD,PRP,XXXX,XXXX
0,and,``,``,0,``,XXXX,XXXX,PRP,VBZ
0,and,It,it,1,PRP,``,XXXX,VBZ,RB
0,and,is,be,2,VBZ,PRP,``,RB,JJ
0,and,altogether,altogether,3,RB,VBZ,PRP,JJ,","
0,and,dry,dry,4,JJ,RB,VBZ,",",CC
0,and,",",",",5,",",JJ,RB,CC,RB
1,and,and,and,6,CC,",",JJ,RB,VBD
0,and,altogether,altogether,7,RB,CC,",",VBD,","
0,and,pointed,point,8,VBD,RB,CC,",",CC
0,and,",",",",9,",",VBD,RB,CC,RB
0,and,and,and,10,CC,",",VBD,RB,JJ
0,and,altogether,altogether,11,RB,CC,",",JJ,CC
0,and,harsh,harsh,12,JJ,RB,CC,CC,NN
0,and,and,and,13,CC,JJ,RB,NN,.
0,and,forbidding,forbid,14,NN,CC,JJ,.,XXXX
0,and,.,.,15,.,NN,CC,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,DT,NNS
0,and,the,the,1,DT,CC,XXXX,NNS,VBP
0,and,people,people,2,NNS,DT,CC,VBP,DT
0,and,have,have,3,VBP,NNS,DT,DT,NN
0,and,no,no,4,DT,VBP,NNS,NN,.
0,and,imagination,imagination,5,NN,DT,VBP,.,XXXX
0,and,.,.,6,.,NN,DT,XXXX,XXXX
0,repeat,They,they,0,PRP,XXXX,XXXX,VBP,WDT
1,repeat,repeat,repeat,1,VBP,PRP,XXXX,WDT,CD
0,repeat,whatever,whatever,2,WDT,VBP,PRP,CD,VBZ
0,repeat,one,one,3,CD,WDT,VBP,VBZ,TO
0,repeat,says,say,4,VBZ,CD,WDT,TO,PRP
0,repeat,to,to,5,TO,VBZ,CD,PRP,:
0,repeat,them,them,6,PRP,TO,VBZ,:,XXXX
0,repeat,...,...,7,:,PRP,TO,XXXX,XXXX
0,have,On,on,0,IN,XXXX,XXXX,PRP$,NN
0,have,my,my,1,PRP$,IN,XXXX,NN,PRP
0,have,planet,planet,2,NN,PRP$,IN,PRP,VBD
0,have,I,i,3,PRP,NN,PRP$,VBD,DT
1,have,had,have,4,VBD,PRP,NN,DT,NN
0,have,a,a,5,DT,VBD,PRP,NN,:
0,have,flower,flower,6,NN,DT,VBD,:,PRP
0,have,;,;,7,:,NN,DT,PRP,RB
0,have,she,she,8,PRP,:,NN,RB,VBD
0,have,always,always,9,RB,PRP,:,VBD,DT
0,have,was,be,10,VBD,RB,PRP,DT,JJ
0,have,the,the,11,DT,VBD,RB,JJ,TO
0,have,first,first,12,JJ,DT,VBD,TO,VB
0,have,to,to,13,TO,JJ,DT,VB,:
0,have,speak,speak,14,VB,TO,JJ,:,``
0,have,...,...,15,:,VB,TO,``,XXXX
0,have,``,``,16,``,:,VB,XXXX,XXXX
1,chapter,Chapter,chapter,0,NN,XXXX,XXXX,CD,.
0,chapter,20,20,1,CD,NN,XXXX,.,XXXX
0,chapter,.,.,2,.,CD,NN,XXXX,XXXX
0,contrast,But,but,0,CC,XXXX,XXXX,PRP,VBD
0,contrast,it,it,1,PRP,CC,XXXX,VBD,IN
0,contrast,happened,happen,2,VBD,PRP,CC,IN,IN
0,contrast,that,that,3,IN,VBD,PRP,IN,VBG
0,contrast,after,after,4,IN,IN,VBD,VBG,IN
0,contrast,walking,walk,5,VBG,IN,IN,IN,DT
0,contrast,for,for,6,IN,VBG,IN,DT,JJ
0,contrast,a,a,7,DT,IN,VBG,JJ,NN
0,contrast,long,long,8,JJ,DT,IN,NN,IN
0,contrast,time,time,9,NN,JJ,DT,IN,NN
0,contrast,through,through,10,IN,NN,JJ,NN,","
0,contrast,sand,sand,11,NN,IN,NN,",",CC
0,contrast,",",",",12,",",NN,IN,CC,NNS
0,contrast,and,and,13,CC,",",NN,NNS,","
0,contrast,rocks,rock,14,NNS,CC,",",",",CC
0,contrast,",",",",15,",",NNS,CC,CC,NN
0,contrast,and,and,16,CC,",",NNS,NN,","
0,contrast,snow,snow,17,NN,CC,",",",",DT
0,contrast,",",",",18,",",NN,CC,DT,JJ
0,contrast,the,the,19,DT,",",NN,JJ,NN
0,contrast,little,little,20,JJ,DT,",",NN,IN
0,contrast,prince,prince,21,NN,JJ,DT,IN,JJ
0,contrast,at,at,22,IN,NN,JJ,JJ,VBD
0,contrast,last,last,23,JJ,IN,NN,VBD,IN
0,contrast,came,come,24,VBD,JJ,IN,IN,DT
0,contrast,upon,upon,25,IN,VBD,JJ,DT,NN
0,contrast,a,a,26,DT,IN,VBD,NN,.
0,contrast,road,road,27,NN,DT,IN,.,XXXX
0,contrast,.,.,28,.,NN,DT,XXXX,XXXX
1,and,And,and,0,CC,XXXX,XXXX,DT,NNS
0,and,all,all,1,DT,CC,XXXX,NNS,VBP
0,and,roads,road,2,NNS,DT,CC,VBP,TO
0,and,lead,lead,3,VBP,NNS,DT,TO,DT
0,and,to,to,4,TO,VBP,NNS,DT,NNS
0,and,the,the,5,DT,TO,VBP,NNS,IN
0,and,abodes,abode,6,NNS,DT,TO,IN,NNS
0,and,of,of,7,IN,NNS,DT,NNS,.
0,and,men,men,8,NNS,IN,NNS,.,XXXX
0,and,.,.,9,.,NNS,IN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,morning,morning,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,PRP
0,say,``,``,4,``,",",NN,PRP,VBD
0,say,he,he,5,PRP,``,",",VBD,.
1,say,said,say,6,VBD,PRP,``,.,XXXX
0,say,.,.,7,.,VBD,PRP,XXXX,XXXX
0,stand,He,he,0,PRP,XXXX,XXXX,VBD,VBG
0,stand,was,be,1,VBD,PRP,XXXX,VBG,IN
1,stand,standing,stand,2,VBG,VBD,PRP,IN,DT
0,stand,before,before,3,IN,VBG,VBD,DT,NN
0,stand,a,a,4,DT,IN,VBG,NN,","
0,stand,garden,garden,5,NN,DT,IN,",",PDT
0,stand,",",",",6,",",NN,DT,PDT,DT
0,stand,all,all,7,PDT,",",NN,DT,:
0,stand,a,a,8,DT,PDT,",",:,NN
0,stand,-,-,9,:,DT,PDT,NN,IN
0,stand,bloom,bloom,10,NN,:,DT,IN,NNS
0,stand,with,with,11,IN,NN,:,NNS,.
0,stand,roses,rose,12,NNS,IN,NN,.,XXXX
0,stand,.,.,13,.,NNS,IN,XXXX,XXXX
0,say,``,``,0,``,XXXX,XXXX,JJ,NN
0,say,Good,good,1,JJ,``,XXXX,NN,","
0,say,morning,morning,2,NN,JJ,``,",",``
0,say,",",",",3,",",NN,JJ,``,VBD
0,say,``,``,4,``,",",NN,VBD,DT
1,say,said,say,5,VBD,``,",",DT,NNS
0,say,the,the,6,DT,VBD,``,NNS,.
0,say,roses,rose,7,NNS,DT,VBD,.,XXXX
0,say,.,.,8,.,NNS,DT,XXXX,XXXX
0,gaze,The,the,0,DT,XXXX,XXXX,JJ,NN
0,gaze,little,little,1,JJ,DT,XXXX,NN,VBN
0,gaze,prince,prince,2,NN,JJ,DT,VBN,IN
1,gaze,gazed,gaze,3,VBN,NN,JJ,IN,PRP
0,gaze,at,at,4,IN,VBN,NN,PRP,.
0,gaze,them,them,5,PRP,IN,VBN,.,XXXX
0,gaze,.,.,6,.,PRP,IN,XXXX,XXXX
0,look,They,they,0,PRP,XXXX,XXXX,DT,VBD
0,look,all,all,1,DT,PRP,XXXX,VBD,IN
1,look,looked,look,2,VBD,DT,PRP,IN,PRP$
0,look,like,like,3,IN,VBD,DT,PRP$,NN
0,look,his,his,4,PRP$,IN,VBD,NN,.
0,look,flower,flower,5,NN,PRP$,IN,.,XXXX
0,look,.,.,6,.,NN,PRP$,XXXX,XXXX
0,demand,``,``,0,``,XXXX,XXXX,WP,VBP
0,demand,Who,who,1,WP,``,XXXX,VBP,PRP
